Product ID,Process temperature [K],Tool wear [min],Target
L52146,312.6,170,0
L52147,312.6,172,0
M19828,312.7,174,0
L52149,312.7,177,0
L52150,312.6,179,0
L52151,312.7,181,0
H34386,312.6,183,0
L52153,312.7,188,0
L52154,312.7,190,0
L52155,312.7,192,0
L52156,312.7,194,1
L52157,312.7,196,0
L52158,312.7,198,0
M19839,312.7,200,0
M19840,312.8,203,0
M19841,312.8,206,0
L52162,313.0,209,0
L52163,313.1,211,0
L52164,313.1,213,1
M19845,313.0,215,0
L52166,312.9,0,0
M19847,313.0,2,0
L52168,313.1,5,1
L52169,313.2,7,0
L52170,313.2,9,0
M19851,313.0,11,0
L52172,312.9,14,0
L52173,312.9,16,0
M19854,312.6,18,0
L52175,312.6,21,0
M19856,312.8,23,0
M19857,312.8,26,1
M19858,312.8,29,0
M19859,312.9,32,0
L52180,312.8,35,0
M19861,312.7,37,0
L52182,312.8,40,0
L52183,312.8,42,0
L52184,312.8,44,0
M19865,312.9,46,0
M19866,312.8,49,0
L52187,312.9,52,0
H34422,312.8,54,0
L52189,312.8,59,0
L52190,312.8,61,0
M19871,312.8,63,0
M19872,312.9,66,0
M19873,312.9,69,0
L52194,313.0,72,0
L52195,313.0,74,0
L52196,313.0,76,0
L52197,313.0,78,0
M19878,313.0,80,0
M19879,313.1,83,0
L52200,313.1,86,0
L52201,313.0,88,0
L52202,313.1,90,0
M19883,313.0,92,0
L52204,313.1,95,0
M19885,313.1,97,0
L52206,313.2,100,0
L52207,313.3,102,0
M19888,313.2,104,0
M19889,313.2,107,0
M19890,313.1,110,0
M19891,313.0,113,0
M19892,313.1,116,0
L52213,313.1,119,0
M19894,313.1,121,0
M19895,313.2,124,0
L52216,313.2,127,0
M19897,313.2,129,0
L52218,313.3,132,0
H34453,313.3,134,0
H34454,313.2,139,0
L52221,313.2,144,0
L52222,313.2,146,0
L52223,313.2,148,0
L52224,313.2,150,0
M19905,313.2,152,0
M19906,313.2,155,0
M19907,313.3,158,0
H34462,313.2,161,1
H34463,313.1,166,0
H34464,313.0,171,0
L52231,313.0,176,0
L52232,313.0,178,0
L52233,312.9,180,0
L52234,312.9,182,0
H34469,312.9,184,0
M19916,312.9,189,0
L52237,312.9,192,0
L52238,312.9,194,0
L52239,312.8,196,0
L52240,312.8,198,0
L52241,312.9,200,1
L52242,312.9,202,0
H34477,312.9,0,0
L52244,313.0,5,0
L52245,313.0,7,0
L52246,313.1,9,0
M19927,313.2,11,0
M19928,313.3,14,0
M19929,313.2,17,0
M19930,313.1,20,0
H34485,313.0,23,0
L52252,313.0,28,0
M19933,313.0,30,0
L52254,313.1,33,0
L52255,313.2,35,0
L52256,313.2,37,0
L52257,313.3,39,0
M19938,313.4,41,0
M19939,313.4,44,0
L52260,313.3,47,0
M19941,313.3,49,0
H34496,313.2,52,0
L52263,313.1,57,0
L52264,313.1,59,0
M19945,313.0,61,0
L52266,313.0,64,0
M19947,313.0,66,0
L52268,313.1,69,0
M19949,313.1,71,0
M19950,313.2,74,0
L52271,313.2,77,0
M19952,313.2,79,0
M19953,313.3,82,0
M19954,313.5,85,0
M19955,313.5,88,0
H34510,313.5,91,0
L52277,313.4,96,0
L52278,313.4,98,0
L52279,313.5,100,0
M19960,313.5,102,0
M19961,313.4,105,0
M19962,313.5,108,0
L52283,313.4,111,0
L52284,313.5,113,0
L52285,313.4,115,0
L52286,313.3,117,0
L52287,313.2,119,0
L52288,313.3,121,0
M19969,313.4,123,0
M19970,313.5,126,0
L52291,313.6,129,0
M19972,313.6,131,0
L52293,313.6,134,0
M19974,313.8,136,0
M19975,313.7,139,0
L52296,313.8,142,0
L52297,313.6,144,0
M19978,313.6,146,0
L52299,313.6,149,0
M19980,313.6,151,0
L52301,313.6,154,0
H34536,313.5,156,0
M19983,313.5,161,0
M19984,313.5,164,0
M19985,313.5,167,0
L52306,313.5,170,0
M19987,313.5,172,0
L52308,313.4,175,0
M19989,313.3,177,0
L52310,313.3,180,0
L52311,313.3,182,0
L52312,313.3,184,0
L52313,313.2,186,0
L52314,313.3,188,0
L52315,313.3,190,0
L52316,313.4,192,0
L52317,313.5,194,0
M19998,313.6,196,0
M19999,313.6,199,0
M20000,313.6,202,0
L52321,313.7,205,1
L52322,313.6,0,0
M20003,313.5,2,0
L52324,313.7,5,0
L52325,313.7,7,0
L52326,313.6,9,0
L52327,313.6,11,0
L52328,313.6,13,0
L52329,313.5,15,0
L52330,313.5,17,0
L52331,313.6,19,0
L52332,313.5,21,0
L52333,313.4,23,0
L52334,313.4,25,0
H34569,313.3,27,0
L52336,313.4,32,0
H34571,313.3,34,0
L52338,313.3,39,0
L52339,313.4,41,0
L52340,313.2,43,0
M20021,313.2,45,0
L52342,313.3,48,0
M20023,313.4,50,0
M20024,313.4,53,0
L52345,313.4,56,0
H34580,313.5,58,0
L52347,313.4,63,0
H34582,313.4,65,0
L52349,313.3,70,0
M20030,313.3,72,0
M20031,313.4,75,0
L52352,313.4,78,0
M20033,313.5,80,0
M20034,313.5,83,0
L52355,313.4,86,0
M20036,313.3,88,0
H34591,313.1,91,0
H34592,313.2,96,0
M20039,313.1,101,0
L52360,313.2,104,0
L52361,313.1,106,0
L52362,313.1,108,0
M20043,313.0,110,0
L52364,313.0,113,0
L52365,313.0,115,0
L52366,313.0,117,0
L52367,313.1,119,0
L52368,313.2,121,0
M20049,313.2,123,0
L52370,313.2,126,0
L52371,313.2,128,0
L52372,313.1,130,0
H34607,313.1,132,0
M20054,313.1,137,0
L52375,313.0,140,0
H34610,313.0,142,0
H34611,312.9,147,0
L52378,312.8,152,0
L52379,312.8,154,0
L52380,312.8,156,0
M20061,312.7,158,0
L52382,312.7,161,0
M20063,312.6,163,0
L52384,312.7,166,0
L52385,312.7,168,0
H34620,312.6,170,0
M20067,312.7,175,0
L52388,312.7,178,0
M20069,312.7,180,0
L52390,312.6,183,0
L52391,312.5,185,0
L52392,312.5,187,0
M20073,312.6,189,0
L52394,312.7,192,0
M20075,312.7,194,0
M20076,312.7,197,0
M20077,312.8,200,0
L52398,312.9,203,0
L52399,313.0,205,1
L52400,313.0,207,0
L52401,313.0,209,0
L52402,313.1,0,0
M20083,313.2,2,0
L52404,313.2,5,0
M20085,313.2,7,0
L52406,313.0,10,0
L52407,313.1,12,0
M20088,313.1,14,0
H34643,313.1,17,0
M20090,313.1,22,0
L52411,313.1,25,0
L52412,312.9,27,0
L52413,312.9,29,0
L52414,312.9,31,0
M20095,312.9,33,0
L52416,313.1,36,0
L52417,313.0,38,0
L52418,313.0,40,0
L52419,313.0,42,0
L52420,313.0,44,0
L52421,313.1,46,0
L52422,313.1,48,0
L52423,313.1,50,0
L52424,313.0,52,0
L52425,313.0,54,0
L52426,313.0,56,0
L52427,313.1,58,0
M20108,313.0,60,0
M20109,312.9,63,0
L52430,312.9,66,0
M20111,312.9,68,0
L52432,313.0,71,0
L52433,313.0,73,0
L52434,313.1,75,0
M20115,313.0,77,0
L52436,313.0,80,0
L52437,313.0,82,0
M20118,312.9,84,0
L52439,312.9,87,0
M20120,313.0,89,0
L52441,312.8,92,0
L52442,312.8,94,0
L52443,312.8,96,0
L52444,312.8,98,0
M20125,312.9,100,0
M20126,312.8,103,0
M20127,312.9,106,0
L52448,312.9,109,0
L52449,312.9,111,0
L52450,312.9,113,0
L52451,313.0,115,0
M20132,313.0,117,0
L52453,313.1,120,0
L52454,313.0,122,0
L52455,313.1,124,0
L52456,313.0,126,0
L52457,312.9,128,0
M20138,312.9,130,0
L52459,313.0,133,0
L52460,312.9,135,0
M20141,313.0,137,0
H34696,313.2,140,0
L52463,313.2,145,0
M20144,313.2,147,0
L52465,313.1,150,0
L52466,313.1,152,0
H34701,313.2,154,0
L52468,313.2,159,0
M20149,313.3,161,0
L52470,313.3,164,0
L52471,313.3,166,0
M20152,313.3,168,0
M20153,313.4,171,0
L52474,313.4,174,0
L52475,313.2,176,0
H34710,313.2,178,0
L52477,313.1,183,0
M20158,313.1,185,0
L52479,313.1,188,0
M20160,313.2,190,0
L52481,313.1,193,0
L52482,313.1,195,0
L52483,313.2,197,0
L52484,313.1,199,0
H34719,313.2,201,0
H34720,313.2,206,0
L52487,313.3,211,0
L52488,313.2,213,0
M20169,313.2,215,1
L52490,313.0,0,0
H34725,312.9,2,0
L52492,312.9,7,0
M20173,312.9,9,0
L52494,312.8,12,0
L52495,312.8,14,0
M20176,312.8,16,0
L52497,312.7,19,0
L52498,312.6,21,0
M20179,312.7,23,0
L52500,312.7,26,0
M20181,312.7,28,0
M20182,312.7,31,0
M20183,312.7,34,0
M20184,312.8,37,0
L52505,312.7,40,0
M20186,312.7,42,0
M20187,312.7,45,0
M20188,312.9,48,0
L52509,313.0,51,0
L52510,312.9,53,0
L52511,312.8,55,0
H34746,312.7,57,0
M20193,312.6,62,0
M20194,312.6,65,1
M20195,312.4,68,0
L52516,312.4,71,0
M20197,312.6,73,0
M20198,312.5,76,0
M20199,312.7,79,0
L52520,312.7,82,0
H34755,312.8,84,0
M20202,312.8,89,0
L52523,312.8,92,0
L52524,312.8,94,0
L52525,312.8,96,0
L52526,312.7,98,0
L52527,312.7,100,0
L52528,312.6,102,0
M20209,312.7,104,0
M20210,312.8,107,0
M20211,312.9,110,0
M20212,312.8,113,0
L52533,312.7,116,0
L52534,312.6,118,0
H34769,312.5,120,0
H34770,312.6,125,0
L52537,312.5,130,0
H34772,312.6,132,0
M20219,312.6,137,0
L52540,312.6,140,0
L52541,312.7,142,0
L52542,312.6,144,0
L52543,312.5,146,0
L52544,312.6,148,0
L52545,312.6,150,0
H34780,312.6,152,0
M20227,312.5,157,0
M20228,312.5,160,0
H34783,312.5,163,0
H34784,312.4,168,0
L52551,312.3,173,0
H34786,312.3,175,0
M20233,312.3,180,0
L52554,312.3,183,0
L52555,312.3,185,0
H34790,312.3,187,0
L52557,312.4,192,0
L52558,312.4,194,0
L52559,312.4,196,0
L52560,312.3,198,0
L52561,312.4,200,0
L52562,312.4,202,0
L52563,312.3,204,0
M20244,312.4,206,0
H34799,312.3,209,0
L52566,312.2,214,0
L52567,312.2,216,0
M20248,312.3,218,0
L52569,312.3,221,0
H34804,312.3,223,0
L52571,312.2,228,0
L52572,312.2,230,0
L52573,312.3,232,0
M20254,312.3,234,1
L52575,312.4,237,0
L52576,312.4,239,0
M20257,312.3,241,0
L52578,312.4,244,0
H34813,312.4,246,1
L52580,312.4,251,1
M20261,312.3,253,1
L52582,312.3,0,0
L52583,312.3,2,0
H34818,312.5,4,0
L52585,312.4,9,0
L52586,312.4,11,0
L52587,312.4,13,0
L52588,312.4,15,0
L52589,312.4,17,0
M20270,312.5,19,0
L52591,312.6,22,0
L52592,312.6,24,0
H34827,312.5,26,0
L52594,312.3,31,0
M20275,312.4,33,0
L52596,312.3,36,0
L52597,312.4,38,0
L52598,312.4,40,0
L52599,312.3,42,0
L52600,312.3,44,0
M20281,312.3,46,0
M20282,312.4,49,0
L52603,312.3,52,0
L52604,312.2,54,0
L52605,312.2,56,0
L52606,312.3,58,0
L52607,312.4,60,0
L52608,312.4,62,0
L52609,312.4,64,0
L52610,312.5,66,0
L52611,312.5,68,0
L52612,312.4,70,0
L52613,312.5,72,0
L52614,312.5,74,0
M20295,312.5,76,0
M20296,312.5,79,0
M20297,312.6,82,0
L52618,312.5,85,0
L52619,312.5,87,0
H34854,312.5,89,0
M20301,312.6,94,0
L52622,312.7,97,0
M20303,312.7,99,0
L52624,312.7,102,0
M20305,312.8,104,0
L52626,312.9,107,0
L52627,312.8,109,0
L52628,312.7,111,0
L52629,312.8,113,0
H34864,312.8,115,0
L52631,312.7,120,0
M20312,312.7,122,0
L52633,312.6,125,0
L52634,312.5,127,0
M20315,312.6,129,0
M20316,312.6,132,0
M20317,312.5,135,0
L52638,312.6,138,0
L52639,312.5,140,0
M20320,312.4,142,0
M20321,312.3,145,0
L52642,312.3,148,0
L52643,312.4,150,0
M20324,312.4,152,0
L52645,312.4,155,0
M20326,312.3,157,0
L52647,312.4,160,0
L52648,312.3,162,0
M20329,312.2,164,0
M20330,312.2,167,0
L52651,312.3,170,0
L52652,312.3,172,0
L52653,312.2,174,0
M20334,312.1,176,0
L52655,312.2,179,0
M20336,312.1,181,0
L52657,312.1,184,0
L52658,312.2,186,0
M20339,312.1,188,0
H34894,312.1,191,0
L52661,312.0,196,0
L52662,312.1,198,0
M20343,312.1,200,0
M20344,312.0,203,0
L52665,312.1,206,0
L52666,312.2,208,0
M20347,312.1,210,0
L52668,312.2,213,1
L52669,312.1,215,0
L52670,312.1,0,1
M20351,312.2,2,0
M20352,312.4,5,0
L52673,312.4,8,0
L52674,312.4,10,0
H34909,312.5,12,0
M20356,312.5,17,0
M20357,312.5,20,0
M20358,312.5,23,0
H34913,312.3,26,0
L52680,312.1,31,0
L52681,312.1,33,0
L52682,312.1,35,0
H34917,312.0,37,0
L52684,312.2,42,0
L52685,312.2,44,0
L52686,312.2,46,0
L52687,312.1,48,0
L52688,312.2,50,0
L52689,312.2,52,0
L52690,312.1,54,0
L52691,312.1,56,0
L52692,312.2,58,0
M20373,312.2,60,0
L52694,312.0,63,0
H34929,312.0,65,0
L52696,312.0,70,0
L52697,311.9,72,0
M20378,311.8,74,0
L52699,311.9,77,0
M20380,312.0,79,0
L52701,311.9,82,0
L52702,311.9,84,0
M20383,311.9,86,0
L52704,311.9,89,0
M20385,312.0,91,0
L52706,311.9,94,0
M20387,311.9,96,0
L52708,311.8,99,0
M20389,311.8,101,0
M20390,311.8,104,0
M20391,311.7,107,0
L52712,311.8,110,0
L52713,311.7,112,0
M20394,311.7,114,0
L52715,311.7,117,0
M20396,311.8,119,1
L52717,311.8,122,0
M20398,311.8,124,0
H34953,311.7,127,0
L52720,311.8,132,0
L52721,311.8,134,0
L52722,311.7,136,0
L52723,311.8,138,0
L52724,311.7,140,0
H34959,311.6,142,0
L52726,311.7,147,0
M20407,311.7,149,0
L52728,311.8,152,0
H34963,311.9,154,0
M20410,311.9,159,0
H34965,311.9,162,0
H34966,312.0,167,0
L52733,311.9,172,0
M20414,312.0,174,0
L52735,312.0,177,0
H34970,312.0,179,0
M20417,312.0,184,0
L52738,311.9,187,0
M20419,312.0,189,0
L52740,311.9,192,0
M20421,311.7,194,0
L52742,311.7,197,0
M20423,311.7,199,0
L52744,311.8,202,0
L52745,311.9,204,0
L52746,312.0,206,0
M20427,312.0,0,0
L52748,312.1,3,0
L52749,312.0,5,0
M20430,312.1,7,0
L52751,312.0,10,0
L52752,312.0,12,0
L52753,312.2,14,0
L52754,312.0,16,0
H34989,312.0,18,0
H34990,312.0,23,0
L52757,312.1,28,0
L52758,312.2,30,0
L52759,312.2,32,0
M20440,312.2,34,0
M20441,312.1,37,0
L52762,312.0,40,0
L52763,312.0,42,0
L52764,311.9,44,0
M20445,312.0,46,0
M20446,311.8,49,0
L52767,311.9,52,0
M20448,311.8,54,0
M20449,311.9,57,0
M20450,311.9,60,0
L52771,312.0,63,0
L52772,311.9,65,0
L52773,311.9,67,0
L52774,311.9,69,0
M20455,312.0,71,0
M20456,312.0,74,0
L52777,312.0,77,0
L52778,312.1,79,0
M20459,312.0,81,0
L52780,312.1,84,0
L52781,312.2,86,0
L52782,312.1,88,0
L52783,312.2,90,0
L52784,312.2,92,0
L52785,312.2,94,0
L52786,312.2,96,0
M20467,312.2,98,0
M20468,312.3,101,0
M20469,312.4,104,0
L52790,312.4,107,0
M20471,312.3,109,0
L52792,312.3,112,0
M20473,312.3,114,0
H35028,312.2,117,0
M20475,312.2,122,1
L52796,312.3,125,0
L52797,312.4,127,1
M20478,312.4,129,0
L52799,312.3,132,0
L52800,312.3,134,0
M20481,312.2,136,0
L52802,312.2,139,0
L52803,312.3,141,0
M20484,312.2,143,0
L52805,312.1,146,0
H35040,312.1,148,0
L52807,312.1,153,0
L52808,312.1,155,0
L52809,312.2,157,0
M20490,312.2,159,0
L52811,312.2,162,0
L52812,312.2,164,0
L52813,312.2,166,0
M20494,312.2,168,0
L52815,312.1,171,0
L52816,312.0,173,0
M20497,312.0,175,0
L52818,312.1,178,0
L52819,312.1,180,0
L52820,312.1,182,0
L52821,312.1,184,0
L52822,312.0,186,0
L52823,312.0,188,0
L52824,312.0,190,0
M20505,312.0,192,0
M20506,311.8,195,0
H35061,311.8,198,0
L52828,311.9,203,0
M20509,311.9,205,0
L52830,312.0,208,0
M20511,312.0,210,0
L52832,311.8,213,0
L52833,311.7,215,0
L52834,311.6,0,0
L52835,311.5,2,0
M20516,311.5,4,0
L52837,311.5,7,0
M20518,311.4,9,0
M20519,311.5,12,0
L52840,311.4,15,0
L52841,311.4,17,0
L52842,311.5,19,0
M20523,311.5,21,0
M20524,311.4,24,0
L52845,311.4,27,0
L52846,311.4,29,0
L52847,311.4,31,0
M20528,311.4,33,0
M20529,311.5,36,0
L52850,311.5,39,0
H35085,311.6,41,0
H35086,311.6,46,0
L52853,311.6,51,0
M20534,311.7,53,0
M20535,311.7,56,0
L52856,311.8,59,0
L52857,311.8,61,0
M20538,311.7,63,0
M20539,311.7,66,0
M20540,311.6,69,0
L52861,311.6,72,0
H35096,311.6,74,0
M20543,311.6,79,0
H35098,311.6,82,0
L52865,311.5,87,0
L52866,311.6,89,0
L52867,311.7,91,0
M20548,311.7,93,0
L52869,311.8,96,0
L52870,311.8,98,0
L52871,311.8,100,0
M20552,311.9,102,0
M20553,311.8,105,0
L52874,311.8,108,0
L52875,311.8,110,0
H35110,311.9,112,0
L52877,311.9,117,0
L52878,311.9,119,0
L52879,311.9,121,0
L52880,311.9,123,0
M20561,311.9,125,0
L52882,311.7,128,0
H35117,311.7,130,0
L52884,311.8,135,0
L52885,311.9,137,0
L52886,311.9,139,1
L52887,311.8,141,0
L52888,311.7,143,0
L52889,311.7,145,0
H35124,311.7,147,0
L52891,311.6,152,0
L52892,311.7,154,0
L52893,311.9,156,0
L52894,311.8,158,0
H35129,311.9,160,0
L52896,312.0,165,0
L52897,312.0,167,0
L52898,312.0,169,0
L52899,312.0,171,0
L52900,311.9,173,0
M20581,311.8,175,0
L52902,311.7,178,0
M20583,311.8,180,0
L52904,311.8,183,0
M20585,311.8,185,0
M20586,311.9,188,0
M20587,311.8,191,0
M20588,311.9,194,0
M20589,311.8,197,0
L52910,311.7,200,0
L52911,311.6,202,0
L52912,311.7,204,0
L52913,311.8,206,0
L52914,311.8,208,1
L52915,311.8,210,0
M20596,311.9,212,0
L52917,311.8,215,0
L52918,311.7,0,0
M20599,311.7,2,0
M20600,311.7,5,0
M20601,311.7,8,0
L52922,311.7,11,0
M20603,311.6,13,0
H35158,311.5,16,0
L52925,311.5,21,0
M20606,311.5,23,0
L52927,311.5,26,0
M20608,311.7,28,0
H35163,311.8,31,0
L52930,311.8,36,0
H35165,311.8,38,0
H35166,311.8,43,0
L52933,311.6,48,0
L52934,311.5,50,0
L52935,311.4,52,0
M20616,311.5,54,0
L52937,311.3,57,0
L52938,311.3,59,0
L52939,311.3,61,0
M20620,311.3,63,0
L52941,311.2,66,0
L52942,311.2,68,0
H35177,311.2,70,0
L52944,311.2,75,0
L52945,311.3,77,0
M20626,311.2,79,0
M20627,311.2,82,0
L52948,311.3,85,0
L52949,311.3,87,0
L52950,311.2,89,0
L52951,311.2,91,0
L52952,311.3,93,0
H35187,311.2,95,0
L52954,311.1,100,0
L52955,311.1,102,0
L52956,311.1,104,0
L52957,311.1,106,0
M20638,311.1,108,0
L52959,311.1,111,0
L52960,311.2,113,0
M20641,311.1,115,0
L52962,311.1,118,0
H35197,311.1,120,0
M20644,311.1,125,0
L52965,311.1,128,0
L52966,311.2,130,0
L52967,311.3,132,0
L52968,311.5,134,0
M20649,311.5,136,0
M20650,311.2,139,0
M20651,311.3,142,0
M20652,311.3,145,0
L52973,311.3,148,0
M20654,311.5,150,0
M20655,311.4,153,0
L52976,311.1,156,0
L52977,311.0,158,0
L52978,310.9,160,0
L52979,310.8,162,0
L52980,310.9,164,0
L52981,310.8,166,0
L52982,310.8,168,0
L52983,310.9,170,0
L52984,310.9,172,0
M20665,310.9,174,0
L52986,310.9,177,0
M20667,310.9,179,0
L52988,311.0,182,0
H35223,311.0,184,0
L52990,311.0,189,0
L52991,311.1,191,0
L52992,311.1,193,0
L52993,311.0,195,0
M20674,311.0,197,0
L52995,311.0,200,0
L52996,311.0,202,0
L52997,311.0,204,0
L52998,311.0,206,0
L52999,311.0,208,0
L53000,311.1,210,0
L53001,311.1,212,0
M20682,311.0,214,0
L53003,311.0,217,0
L53004,311.0,219,0
L53005,311.1,221,0
M20686,311.1,223,0
L53007,311.1,0,0
L53008,311.1,2,0
M20689,311.1,4,0
M20690,311.2,7,0
L53011,311.3,10,0
L53012,311.2,12,0
L53013,311.2,14,0
L53014,311.3,16,0
L53015,311.2,18,0
L53016,311.1,20,0
M20697,311.1,22,0
M20698,311.2,25,0
M20699,311.2,28,0
M20700,311.1,31,0
M20701,311.1,34,0
L53022,311.2,37,0
L53023,311.2,39,0
L53024,311.1,41,0
M20705,311.2,43,0
L53026,311.3,46,0
L53027,311.3,48,0
L53028,311.3,50,0
M20709,311.2,52,0
L53030,311.1,55,0
L53031,311.0,57,0
H35266,310.9,59,0
L53033,311.0,64,0
L53034,310.9,66,0
M20715,310.9,68,0
H35270,310.9,71,0
L53037,310.9,76,0
L53038,311.0,78,0
L53039,311.0,80,0
L53040,310.9,82,0
L53041,311.0,84,0
L53042,311.0,86,0
M20723,311.1,88,0
M20724,311.0,91,0
M20725,311.1,94,0
L53046,311.1,97,0
L53047,311.0,99,0
L53048,311.1,101,0
L53049,311.1,103,0
L53050,311.1,105,0
L53051,311.1,107,0
M20732,311.0,109,0
M20733,311.1,112,0
M20734,311.1,115,0
M20735,311.0,118,0
L53056,311.1,121,0
L53057,311.1,123,0
L53058,311.0,125,0
L53059,311.0,127,0
L53060,311.1,129,0
L53061,311.1,131,0
L53062,311.1,133,0
L53063,311.1,135,0
M20744,311.1,137,0
L53065,311.1,140,0
L53066,311.1,142,0
H35301,311.1,144,0
M20748,311.1,149,0
M20749,311.0,152,0
L53070,311.0,155,0
L53071,311.0,157,0
L53072,311.1,159,0
M20753,311.0,161,0
L53074,310.9,164,0
M20755,310.9,166,0
L53076,310.8,169,0
M20757,310.7,171,0
L53078,310.7,174,0
H35313,310.6,176,0
M20760,310.7,181,0
L53081,310.7,184,0
L53082,310.6,186,0
L53083,310.5,188,0
M20764,310.5,190,0
H35319,310.5,193,0
L53086,310.3,198,0
H35321,310.4,200,0
M20768,310.3,205,0
H35323,310.2,208,1
M20770,310.3,0,0
M20771,310.4,3,0
M20772,310.3,6,0
H35327,310.2,9,0
L53094,310.3,14,0
M20775,310.2,16,0
L53096,310.2,19,0
L53097,310.2,21,0
L53098,310.1,23,0
L53099,310.3,25,0
L53100,310.2,27,0
L53101,310.3,29,0
L53102,310.3,31,0
M20783,310.3,33,0
L53104,310.2,36,0
M20785,310.1,38,0
L53106,310.1,41,0
L53107,310.1,43,0
M20788,310.1,45,0
L53109,310.2,48,0
L53110,310.3,50,0
L53111,310.4,52,0
L53112,310.5,54,0
L53113,310.5,56,0
H35348,310.5,58,0
L53115,310.5,63,0
M20796,310.4,65,0
M20797,310.5,68,0
L53118,310.4,71,0
L53119,310.5,73,0
M20800,310.6,75,0
L53121,310.7,78,1
L53122,310.7,80,0
L53123,310.7,82,0
M20804,310.6,84,0
M20805,310.8,87,0
L53126,310.8,90,0
M20807,310.8,92,0
L53128,310.8,95,0
M20809,310.8,97,0
L53130,310.8,100,0
L53131,310.9,102,0
L53132,310.8,104,0
M20813,310.9,106,0
L53134,310.9,109,0
L53135,310.8,111,0
L53136,310.9,113,0
L53137,310.9,115,0
L53138,310.8,117,0
L53139,310.8,119,0
L53140,310.7,121,0
L53141,310.7,123,0
L53142,310.8,125,0
H35377,310.7,127,0
H35378,310.8,132,0
H35379,310.9,137,0
L53146,310.8,142,0
L53147,310.8,144,0
L53148,310.8,146,0
M20829,310.8,148,0
L53150,310.8,151,0
L53151,310.8,153,0
L53152,310.8,155,0
L53153,310.8,157,0
L53154,310.7,159,0
H35389,310.7,161,0
H35390,310.6,166,0
L53157,310.7,171,0
L53158,310.6,173,0
H35393,310.7,175,0
M20840,310.7,180,0
M20841,310.7,183,0
L53162,310.8,186,0
H35397,310.8,188,0
H35398,310.8,193,0
L53165,310.7,198,0
L53166,310.7,200,0
L53167,310.8,202,0
H35402,310.8,204,0
L53169,310.7,209,0
M20850,310.7,211,0
L53171,310.7,214,0
L53172,310.6,216,0
M20853,310.6,218,0
L53174,310.4,221,0
L53175,310.3,223,0
M20856,310.2,225,0
M20857,310.2,228,0
M20858,310.2,231,0
M20859,310.2,234,1
H35414,310.2,0,0
M20861,310.2,5,0
L53182,310.3,8,0
L53183,310.2,10,0
L53184,310.4,12,0
L53185,310.5,14,0
M20866,310.5,16,0
M20867,310.6,19,0
L53188,310.7,22,0
L53189,310.6,24,0
H35424,310.7,26,0
L53191,310.8,31,0
H35426,310.9,33,0
L53193,310.8,38,0
H35428,310.8,40,0
M20875,310.8,45,0
L53196,310.7,48,0
L53197,310.9,50,0
M20878,310.9,52,0
L53199,310.8,55,0
L53200,310.8,57,0
L53201,310.8,59,0
L53202,310.9,61,0
M20883,310.9,63,0
L53204,310.9,66,1
L53205,311.0,68,0
L53206,311.0,70,0
M20887,311.0,72,0
L53208,310.9,75,0
M20889,310.8,77,0
L53210,310.7,80,0
L53211,310.7,82,0
L53212,310.8,84,0
L53213,310.9,86,0
M20894,310.8,88,0
M20895,310.9,91,0
M20896,311.0,94,0
L53217,311.1,97,0
L53218,311.0,99,0
L53219,310.9,101,0
M20900,311.1,103,0
M20901,311.0,106,0
M20902,311.0,109,0
M20903,310.9,112,0
M20904,310.9,115,0
L53225,310.9,118,0
L53226,311.0,120,0
H35461,311.0,122,0
M20908,311.0,127,0
M20909,311.0,130,0
M20910,311.1,133,0
L53231,311.0,136,0
L53232,311.0,138,0
L53233,310.9,140,0
H35468,310.8,142,0
L53235,310.8,147,0
L53236,310.8,149,0
L53237,310.8,151,0
M20918,310.9,153,0
L53239,311.0,156,0
L53240,311.1,158,0
H35475,311.1,160,0
M20922,311.2,165,0
L53243,311.1,168,0
L53244,311.1,170,0
L53245,310.9,172,0
L53246,311.0,174,0
L53247,311.0,176,0
M20928,310.9,178,0
L53249,310.9,181,0
L53250,310.9,183,0
M20931,310.8,185,0
M20932,310.8,188,0
M20933,310.8,191,0
M20934,310.8,194,0
L53255,310.9,197,0
L53256,310.9,199,0
L53257,310.7,201,0
L53258,310.7,203,1
M20939,310.7,205,0
L53260,310.7,208,0
L53261,310.7,210,0
L53262,310.7,212,0
L53263,310.7,214,0
M20944,310.6,0,0
L53265,310.6,3,0
L53266,310.8,5,0
M20947,310.8,7,0
L53268,310.8,10,0
L53269,310.7,12,0
L53270,310.8,14,0
L53271,310.7,16,0
L53272,310.7,18,0
L53273,310.8,20,0
M20954,310.8,22,0
M20955,310.7,25,0
M20956,310.7,28,0
H35511,310.8,31,0
M20958,310.7,36,0
H35513,310.7,39,0
M20960,310.7,44,0
L53281,310.6,47,0
L53282,310.7,49,0
L53283,310.8,51,0
M20964,310.8,53,0
M20965,310.9,56,0
L53286,311.0,59,0
L53287,311.0,61,0
M20968,310.9,63,0
M20969,310.9,66,0
L53290,310.8,69,0
M20971,310.8,71,0
L53292,310.8,74,0
M20973,310.8,76,0
M20974,310.8,79,0
L53295,310.9,82,0
L53296,310.9,84,0
L53297,311.0,86,0
M20978,311.1,88,0
L53299,311.1,91,0
M20980,311.2,93,0
L53301,311.1,96,0
L53302,311.0,98,0
L53303,310.9,100,0
M20984,310.9,102,0
L53305,310.9,105,0
L53306,310.9,107,0
L53307,310.9,109,0
L53308,311.0,111,0
M20989,311.0,113,0
